itemset,rule,hypothesis,conclusion,frequency,confidence,lift,interest,rule ID
"[110, 593, 1210]","[593, 1210]-->[110]","[593, 1210]",[110],0.11,0.6875,2.455357142857143,-0.17000000000000004,464
"[260, 457, 2571]","[457, 2571]-->[260]","[457, 2571]",[260],0.11,0.9166666666666667,2.4774774774774775,-0.26,465
"[1198, 2571, 2858]","[2571, 2858]-->[1198]","[2571, 2858]",[1198],0.1,0.6666666666666667,2.2222222222222228,-0.19999999999999998,466
"[110, 480, 593]","[480, 593]-->[110]","[480, 593]",[110],0.1,0.8333333333333334,2.976190476190476,-0.18000000000000002,467
"[260, 1197, 1198]","[1197, 1198]-->[260]","[1197, 1198]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,468
"[260, 1197, 1198]","[1197]-->[260, 1198]",[1197],"[260, 1198]",0.1,0.5263157894736842,2.2883295194508007,-0.13,469
"[260, 527, 2571]","[527, 2571]-->[260]","[527, 2571]",[260],0.11,0.7857142857142857,2.1235521235521237,-0.26,470
"[260, 593, 2571]","[593, 2571]-->[260]","[593, 2571]",[260],0.11,0.6470588235294117,1.7488076311605723,-0.26,471
"[356, 527, 593]","[527, 593]-->[356]","[527, 593]",[356],0.11,0.7857142857142857,1.916376306620209,-0.3,472
"[260, 356, 1196]","[356, 1196]-->[260]","[356, 1196]",[260],0.16,0.888888888888889,2.4024024024024024,-0.21,473
"[110, 260, 2028]","[260, 2028]-->[110]","[260, 2028]",[110],0.1,0.6666666666666667,2.380952380952381,-0.18000000000000002,474
"[593, 1198, 1210]","[1198, 1210]-->[593]","[1198, 1210]",[593],0.1,0.5,1.3888888888888888,-0.26,475
"[1196, 2571, 3578]","[2571, 3578]-->[1196]","[2571, 3578]",[1196],0.11,0.6875,2.0220588235294117,-0.23000000000000004,476
"[50, 593, 1196]","[593, 1196]-->[50]","[593, 1196]",[50],0.13,0.7647058823529411,2.636916835699797,-0.15999999999999998,477
"[260, 1210, 2028]","[1210, 2028]-->[260]","[1210, 2028]",[260],0.12,0.8,2.1621621621621623,-0.25,478
"[110, 590, 593]","[590, 593]-->[110]","[590, 593]",[110],0.12,0.8,2.857142857142857,-0.16000000000000003,479
"[1196, 1198, 1270]","[1198, 1270]-->[1196]","[1198, 1270]",[1196],0.15,0.8333333333333334,2.4509803921568625,-0.19000000000000003,480
"[1196, 1198, 1270]","[1198]-->[1196, 1270]",[1198],"[1196, 1270]",0.15,0.5,3.125,-0.010000000000000009,481
"[1196, 1198, 1270]","[1270]-->[1196, 1198]",[1270],"[1196, 1198]",0.15,0.6521739130434782,2.8355387523629485,-0.08000000000000002,482
"[50, 593, 1210]","[593, 1210]-->[50]","[593, 1210]",[50],0.13,0.8125,2.8017241379310347,-0.15999999999999998,483
"[50, 260, 1210]","[260, 1210]-->[50]","[260, 1210]",[50],0.14,0.5185185185185185,1.7879948914431674,-0.14999999999999997,484
"[260, 1196, 2028]","[1196, 2028]-->[260]","[1196, 2028]",[260],0.11,0.9166666666666667,2.4774774774774775,-0.26,485
"[1198, 1210, 2571]","[1210, 2571]-->[1198]","[1210, 2571]",[1198],0.17,0.68,2.266666666666667,-0.12999999999999998,486
"[1198, 1210, 2571]","[1210]-->[1198, 2571]",[1210],"[1198, 2571]",0.17,0.53125,2.414772727272727,-0.04999999999999999,487
"[1198, 1291, 2571]","[1291, 2571]-->[1198]","[1291, 2571]",[1198],0.15,0.9375,3.125,-0.15,488
"[1198, 1291, 2571]","[1291]-->[1198, 2571]",[1291],"[1198, 2571]",0.15,0.7894736842105263,3.588516746411483,-0.07,489
"[50, 457, 593]","[457, 593]-->[50]","[457, 593]",[50],0.1,0.625,2.1551724137931036,-0.18999999999999997,490
"[356, 593, 1210]","[593, 1210]-->[356]","[593, 1210]",[356],0.13,0.8125,1.981707317073171,-0.27999999999999997,491
"[260, 1196, 2959]","[1196, 2959]-->[260]","[1196, 2959]",[260],0.1,0.9090909090909092,2.4570024570024573,-0.27,492
"[260, 1196, 2959]","[2959]-->[260, 1196]",[2959],"[260, 1196]",0.1,0.5882352941176471,1.8975332068311197,-0.21,493
"[50, 110, 1210]","[110, 1210]-->[50]","[110, 1210]",[50],0.1,0.7142857142857143,2.4630541871921183,-0.18999999999999997,494
"[50, 593, 2571]","[593, 2571]-->[50]","[593, 2571]",[50],0.14,0.823529411764706,2.8397565922920895,-0.14999999999999997,495
"[110, 527, 2028]","[527, 2028]-->[110]","[527, 2028]",[110],0.11,0.7333333333333334,2.619047619047619,-0.17000000000000004,496
"[1198, 1210, 1270]","[1210, 1270]-->[1198]","[1210, 1270]",[1198],0.13,0.8125,2.7083333333333335,-0.16999999999999998,497
"[1198, 1210, 1270]","[1270]-->[1198, 1210]",[1270],"[1198, 1210]",0.13,0.5652173913043478,2.826086956521739,-0.07,498
"[480, 1291, 2571]","[1291, 2571]-->[480]","[1291, 2571]",[480],0.1,0.625,2.840909090909091,-0.12,499
"[480, 1291, 2571]","[1291]-->[480, 2571]",[1291],"[480, 2571]",0.1,0.5263157894736842,4.784688995215311,-0.009999999999999995,500
"[1198, 2115, 2571]","[2115, 2571]-->[1198]","[2115, 2571]",[1198],0.1,0.8333333333333334,2.777777777777778,-0.19999999999999998,501
"[1198, 2115, 2571]","[2115]-->[1198, 2571]",[2115],"[1198, 2571]",0.1,0.7142857142857143,3.2467532467532467,-0.12,502
"[110, 1291, 2571]","[1291, 2571]-->[110]","[1291, 2571]",[110],0.1,0.625,2.2321428571428568,-0.18000000000000002,503
"[110, 1291, 2571]","[1291]-->[110, 2571]",[1291],"[110, 2571]",0.1,0.5263157894736842,3.289473684210526,-0.06,504
"[593, 1210, 2571]","[1210, 2571]-->[593]","[1210, 2571]",[593],0.13,0.52,1.4444444444444446,-0.22999999999999998,505
"[1196, 1198, 1210]","[1198, 1210]-->[1196]","[1198, 1210]",[1196],0.19,0.95,2.7941176470588234,-0.15000000000000002,506
"[1196, 1198, 1210]","[1198]-->[1196, 1210]",[1198],"[1196, 1210]",0.19,0.6333333333333334,2.5333333333333337,-0.06,507
"[1196, 1198, 1210]","[1210]-->[1196, 1198]",[1210],"[1196, 1198]",0.19,0.59375,2.5815217391304346,-0.04000000000000001,508
"[1210, 2028, 2571]","[2028, 2571]-->[1210]","[2028, 2571]",[1210],0.14,0.7000000000000001,2.1875,-0.18,509
"[110, 1210, 2028]","[1210, 2028]-->[110]","[1210, 2028]",[110],0.11,0.7333333333333334,2.619047619047619,-0.17000000000000004,510
"[260, 590, 1210]","[590, 1210]-->[260]","[590, 1210]",[260],0.11,1.0,2.7027027027027026,-0.26,511
"[260, 1089, 2571]","[1089, 2571]-->[260]","[1089, 2571]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,512
"[260, 1089, 2571]","[1089]-->[260, 2571]",[1089],"[260, 2571]",0.1,0.6666666666666667,2.666666666666667,-0.15,513
"[1196, 1270, 2571]","[1270, 2571]-->[1196]","[1270, 2571]",[1196],0.12,0.8,2.3529411764705883,-0.22000000000000003,514
"[1196, 1270, 2571]","[1270]-->[1196, 2571]",[1270],"[1196, 2571]",0.12,0.5217391304347826,2.1739130434782608,-0.12,515
"[1210, 2571, 3793]","[2571, 3793]-->[1210]","[2571, 3793]",[1210],0.1,0.8333333333333334,2.6041666666666665,-0.22,516
"[1210, 2571, 3793]","[3793]-->[1210, 2571]",[3793],"[1210, 2571]",0.1,0.7142857142857143,2.857142857142857,-0.15,517
"[1291, 2028, 2571]","[2028, 2571]-->[1291]","[2028, 2571]",[1291],0.1,0.5,2.6315789473684212,-0.09,518
"[1196, 2571, 2959]","[2571, 2959]-->[1196]","[2571, 2959]",[1196],0.1,0.7692307692307693,2.262443438914027,-0.24000000000000002,519
"[1196, 2571, 2959]","[2959]-->[1196, 2571]",[2959],"[1196, 2571]",0.1,0.5882352941176471,2.450980392156863,-0.13999999999999999,520
"[260, 1198, 1210]","[1198, 1210]-->[260]","[1198, 1210]",[260],0.19,0.95,2.5675675675675675,-0.18,521
"[260, 1198, 1210]","[1198]-->[260, 1210]",[1198],"[260, 1210]",0.19,0.6333333333333334,2.345679012345679,-0.08000000000000002,522
"[260, 1198, 1210]","[1210]-->[260, 1198]",[1210],"[260, 1198]",0.19,0.59375,2.5815217391304346,-0.04000000000000001,523
"[260, 527, 2028]","[527, 2028]-->[260]","[527, 2028]",[260],0.11,0.7333333333333334,1.9819819819819822,-0.26,524
"[1196, 1198, 2571]","[1198, 2571]-->[1196]","[1198, 2571]",[1196],0.17,0.7727272727272728,2.272727272727273,-0.17,525
"[1196, 1198, 2571]","[1198]-->[1196, 2571]",[1198],"[1196, 2571]",0.17,0.5666666666666668,2.3611111111111116,-0.06999999999999998,526
"[1196, 1197, 1198]","[1197, 1198]-->[1196]","[1197, 1198]",[1196],0.11,0.9166666666666667,2.696078431372549,-0.23000000000000004,527
"[1196, 1197, 1198]","[1197]-->[1196, 1198]",[1197],"[1196, 1198]",0.11,0.5789473684210527,2.517162471395881,-0.12000000000000001,528
"[260, 1210, 2858]","[1210, 2858]-->[260]","[1210, 2858]",[260],0.13,0.9285714285714285,2.5096525096525095,-0.24,529
"[260, 1210, 2858]","[2858]-->[260, 1210]",[2858],"[260, 1210]",0.13,0.5909090909090909,2.1885521885521886,-0.14,530
"[1196, 2571, 2858]","[2571, 2858]-->[1196]","[2571, 2858]",[1196],0.13,0.8666666666666667,2.549019607843137,-0.21000000000000002,531
"[1196, 2571, 2858]","[2858]-->[1196, 2571]",[2858],"[1196, 2571]",0.13,0.5909090909090909,2.4621212121212124,-0.10999999999999999,532
"[260, 1198, 2028]","[1198, 2028]-->[260]","[1198, 2028]",[260],0.11,0.8461538461538461,2.286902286902287,-0.26,533
"[50, 527, 1210]","[527, 1210]-->[50]","[527, 1210]",[50],0.1,0.7142857142857143,2.4630541871921183,-0.18999999999999997,534
"[527, 1210, 1270]","[1210, 1270]-->[527]","[1210, 1270]",[527],0.1,0.625,2.1551724137931036,-0.18999999999999997,535
"[110, 1198, 1210]","[1198, 1210]-->[110]","[1198, 1210]",[110],0.11,0.5499999999999999,1.964285714285714,-0.17000000000000004,536
"[356, 1210, 2858]","[1210, 2858]-->[356]","[1210, 2858]",[356],0.1,0.7142857142857143,1.7421602787456447,-0.30999999999999994,537
"[260, 593, 1210]","[593, 1210]-->[260]","[593, 1210]",[260],0.13,0.8125,2.195945945945946,-0.24,538
"[527, 1198, 1210]","[1198, 1210]-->[527]","[1198, 1210]",[527],0.11,0.5499999999999999,1.8965517241379308,-0.18,539
"[260, 1210, 1240]","[1210, 1240]-->[260]","[1210, 1240]",[260],0.11,1.0,2.7027027027027026,-0.26,540
"[260, 1210, 1240]","[1240]-->[260, 1210]",[1240],"[260, 1210]",0.11,0.6470588235294117,2.396514161220043,-0.16000000000000003,541
"[260, 1198, 3578]","[1198, 3578]-->[260]","[1198, 3578]",[260],0.1,0.7142857142857143,1.9305019305019306,-0.27,542
"[1196, 1210, 2858]","[1210, 2858]-->[1196]","[1210, 2858]",[1196],0.12,0.857142857142857,2.521008403361344,-0.22000000000000003,543
"[1196, 1210, 2858]","[2858]-->[1196, 1210]",[2858],"[1196, 1210]",0.12,0.5454545454545454,2.1818181818181817,-0.13,544
"[110, 593, 2571]","[593, 2571]-->[110]","[593, 2571]",[110],0.12,0.7058823529411764,2.521008403361344,-0.16000000000000003,545
"[1198, 1210, 2115]","[1210, 2115]-->[1198]","[1210, 2115]",[1198],0.11,0.9166666666666667,3.055555555555556,-0.19,546
"[1198, 1210, 2115]","[2115]-->[1198, 1210]",[2115],"[1198, 1210]",0.11,0.7857142857142857,3.9285714285714284,-0.09000000000000001,547
"[356, 1196, 1270]","[1196, 1270]-->[356]","[1196, 1270]",[356],0.11,0.6875,1.676829268292683,-0.3,548
"[356, 1198, 1270]","[1198, 1270]-->[356]","[1198, 1270]",[356],0.11,0.6111111111111112,1.4905149051490516,-0.3,549
"[1210, 2571, 3578]","[2571, 3578]-->[1210]","[2571, 3578]",[1210],0.13,0.8125,2.5390625,-0.19,550
"[1210, 2571, 3578]","[3578]-->[1210, 2571]",[3578],"[1210, 2571]",0.13,0.5652173913043478,2.260869565217391,-0.12,551
"[356, 480, 593]","[480, 593]-->[356]","[480, 593]",[356],0.1,0.8333333333333334,2.032520325203252,-0.30999999999999994,552
"[260, 1196, 3578]","[1196, 3578]-->[260]","[1196, 3578]",[260],0.1,0.9090909090909092,2.4570024570024573,-0.27,553
"[260, 1196, 3793]","[1196, 3793]-->[260]","[1196, 3793]",[260],0.1,1.0,2.7027027027027026,-0.27,554
"[260, 1196, 3793]","[3793]-->[260, 1196]",[3793],"[260, 1196]",0.1,0.7142857142857143,2.3041474654377883,-0.21,555
"[356, 593, 2028]","[593, 2028]-->[356]","[593, 2028]",[356],0.13,0.8125,1.981707317073171,-0.27999999999999997,556
"[110, 527, 2571]","[527, 2571]-->[110]","[527, 2571]",[110],0.11,0.7857142857142857,2.8061224489795915,-0.17000000000000004,557
"[110, 356, 2571]","[356, 2571]-->[110]","[356, 2571]",[110],0.13,0.6190476190476191,2.2108843537414966,-0.15000000000000002,558
"[260, 356, 2571]","[356, 2571]-->[260]","[356, 2571]",[260],0.14,0.6666666666666667,1.801801801801802,-0.22999999999999998,559
"[260, 527, 1210]","[527, 1210]-->[260]","[527, 1210]",[260],0.12,0.857142857142857,2.3166023166023164,-0.25,560
"[110, 356, 2028]","[356, 2028]-->[110]","[356, 2028]",[110],0.14,0.736842105263158,2.6315789473684212,-0.14,561
"[1198, 2028, 3578]","[2028, 3578]-->[1198]","[2028, 3578]",[1198],0.1,0.8333333333333334,2.777777777777778,-0.19999999999999998,562
"[50, 110, 2028]","[110, 2028]-->[50]","[110, 2028]",[50],0.1,0.625,2.1551724137931036,-0.18999999999999997,563
"[356, 593, 2571]","[593, 2571]-->[356]","[593, 2571]",[356],0.13,0.7647058823529411,1.8651362984218078,-0.27999999999999997,564
"[1196, 1210, 2571]","[1210, 2571]-->[1196]","[1210, 2571]",[1196],0.21,0.84,2.4705882352941173,-0.13000000000000003,565
"[1196, 1210, 2571]","[1210]-->[1196, 2571]",[1210],"[1196, 2571]",0.21,0.65625,2.734375,-0.03,566
"[1196, 1210, 2571]","[2571]-->[1196, 1210]",[2571],"[1196, 1210]",0.21,0.5675675675675675,2.27027027027027,-0.04000000000000001,567
"[260, 590, 1196]","[590, 1196]-->[260]","[590, 1196]",[260],0.1,0.9090909090909092,2.4570024570024573,-0.27,568
"[260, 1198, 1270]","[1198, 1270]-->[260]","[1198, 1270]",[260],0.13,0.7222222222222223,1.9519519519519521,-0.24,569
"[260, 1198, 1270]","[1270]-->[260, 1198]",[1270],"[260, 1198]",0.13,0.5652173913043478,2.4574669187145552,-0.1,570
"[50, 1198, 1210]","[1198, 1210]-->[50]","[1198, 1210]",[50],0.11,0.5499999999999999,1.8965517241379308,-0.18,571
"[260, 1210, 3578]","[1210, 3578]-->[260]","[1210, 3578]",[260],0.11,0.8461538461538461,2.286902286902287,-0.26,572
"[110, 356, 457]","[356, 457]-->[110]","[356, 457]",[110],0.1,0.7142857142857143,2.5510204081632653,-0.18000000000000002,573
"[260, 1197, 1210]","[1197, 1210]-->[260]","[1197, 1210]",[260],0.1,1.0,2.7027027027027026,-0.27,574
"[260, 1197, 1210]","[1197]-->[260, 1210]",[1197],"[260, 1210]",0.1,0.5263157894736842,1.9493177387914227,-0.17,575
"[110, 593, 2028]","[593, 2028]-->[110]","[593, 2028]",[110],0.13,0.8125,2.901785714285714,-0.15000000000000002,576
"[260, 1196, 1210]","[1196, 1210]-->[260]","[1196, 1210]",[260],0.24,0.96,2.5945945945945947,-0.13,577
"[260, 1196, 1210]","[1196]-->[260, 1210]",[1196],"[260, 1210]",0.24,0.7058823529411764,2.61437908496732,-0.030000000000000027,578
"[260, 1196, 1210]","[1210]-->[260, 1196]",[1210],"[260, 1196]",0.24,0.75,2.4193548387096775,-0.07,579
"[260, 608, 1196]","[608, 1196]-->[260]","[608, 1196]",[260],0.11,0.9166666666666667,2.4774774774774775,-0.26,580
"[260, 608, 1196]","[608]-->[260, 1196]",[608],"[260, 1196]",0.11,0.5238095238095238,1.6897081413210446,-0.2,581
"[356, 1196, 1210]","[1196, 1210]-->[356]","[1196, 1210]",[356],0.17,0.68,1.6585365853658538,-0.23999999999999996,582
"[356, 1196, 1210]","[1196]-->[356, 1210]",[1196],"[356, 1210]",0.17,0.5,2.380952380952381,-0.03999999999999998,583
"[356, 1196, 1210]","[1210]-->[356, 1196]",[1210],"[356, 1196]",0.17,0.53125,2.951388888888889,-0.009999999999999981,584
"[356, 1198, 1210]","[1198, 1210]-->[356]","[1198, 1210]",[356],0.12,0.6,1.4634146341463414,-0.29,585
"[260, 480, 1210]","[480, 1210]-->[260]","[480, 1210]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,586
"[260, 457, 1196]","[457, 1196]-->[260]","[457, 1196]",[260],0.12,1.0,2.7027027027027026,-0.25,587
"[260, 1198, 2858]","[1198, 2858]-->[260]","[1198, 2858]",[260],0.11,1.0,2.7027027027027026,-0.26,588
"[260, 1198, 2858]","[2858]-->[260, 1198]",[2858],"[260, 1198]",0.11,0.5,2.1739130434782608,-0.12000000000000001,589
"[50, 356, 2571]","[356, 2571]-->[50]","[356, 2571]",[50],0.11,0.5238095238095238,1.8062397372742203,-0.18,590
"[50, 356, 1210]","[356, 1210]-->[50]","[356, 1210]",[50],0.11,0.5238095238095238,1.8062397372742203,-0.18,591
"[356, 2571, 3578]","[2571, 3578]-->[356]","[2571, 3578]",[356],0.1,0.625,1.524390243902439,-0.30999999999999994,592
"[356, 1210, 1270]","[1210, 1270]-->[356]","[1210, 1270]",[356],0.13,0.8125,1.981707317073171,-0.27999999999999997,593
"[356, 1210, 1270]","[1270]-->[356, 1210]",[1270],"[356, 1210]",0.13,0.5652173913043478,2.691511387163561,-0.07999999999999999,594
"[110, 1198, 1291]","[1198, 1291]-->[110]","[1198, 1291]",[110],0.1,0.5882352941176471,2.100840336134454,-0.18000000000000002,595
"[110, 1198, 1291]","[1291]-->[110, 1198]",[1291],"[110, 1198]",0.1,0.5263157894736842,4.784688995215311,-0.009999999999999995,596
"[50, 356, 593]","[356, 593]-->[50]","[356, 593]",[50],0.13,0.5652173913043478,1.9490254872563717,-0.15999999999999998,597
"[1198, 1270, 1291]","[1270, 1291]-->[1198]","[1270, 1291]",[1198],0.11,1.0,3.3333333333333335,-0.19,598
"[1198, 1270, 1291]","[1291]-->[1198, 1270]",[1291],"[1198, 1270]",0.11,0.5789473684210527,3.2163742690058483,-0.06999999999999999,599
"[260, 457, 1197]","[457, 1197]-->[260]","[457, 1197]",[260],0.11,1.0,2.7027027027027026,-0.26,600
"[260, 457, 1197]","[1197]-->[260, 457]",[1197],"[260, 457]",0.11,0.5789473684210527,4.4534412955465585,-0.020000000000000004,601
"[260, 1198, 2115]","[1198, 2115]-->[260]","[1198, 2115]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,602
"[260, 1198, 2115]","[2115]-->[260, 1198]",[2115],"[260, 1198]",0.1,0.7142857142857143,3.1055900621118013,-0.13,603
"[260, 356, 1210]","[356, 1210]-->[260]","[356, 1210]",[260],0.17,0.8095238095238096,2.1879021879021883,-0.19999999999999998,604
"[260, 356, 1210]","[1210]-->[260, 356]",[1210],"[260, 356]",0.17,0.53125,2.951388888888889,-0.009999999999999981,605
"[1196, 1240, 2571]","[1240, 2571]-->[1196]","[1240, 2571]",[1196],0.12,0.923076923076923,2.7149321266968323,-0.22000000000000003,606
"[1196, 1240, 2571]","[1240]-->[1196, 2571]",[1240],"[1196, 2571]",0.12,0.7058823529411764,2.941176470588235,-0.12,607
"[110, 356, 1210]","[356, 1210]-->[110]","[356, 1210]",[110],0.11,0.5238095238095238,1.8707482993197277,-0.17000000000000004,608
"[1198, 2028, 2571]","[2028, 2571]-->[1198]","[2028, 2571]",[1198],0.12,0.6,2.0,-0.18,609
"[260, 1198, 2571]","[1198, 2571]-->[260]","[1198, 2571]",[260],0.18,0.8181818181818181,2.211302211302211,-0.19,610
"[260, 1198, 2571]","[1198]-->[260, 2571]",[1198],"[260, 2571]",0.18,0.6,2.4,-0.07,611
"[527, 593, 2028]","[593, 2028]-->[527]","[593, 2028]",[527],0.1,0.625,2.1551724137931036,-0.18999999999999997,612
"[47, 590, 593]","[590, 593]-->[47]","[590, 593]",[47],0.1,0.6666666666666667,3.5087719298245617,-0.09,613
"[260, 1210, 1270]","[1210, 1270]-->[260]","[1210, 1270]",[260],0.14,0.8750000000000001,2.3648648648648654,-0.22999999999999998,614
"[260, 1210, 1270]","[1270]-->[260, 1210]",[1270],"[260, 1210]",0.14,0.6086956521739131,2.254428341384863,-0.13,615
"[50, 590, 593]","[590, 593]-->[50]","[590, 593]",[50],0.1,0.6666666666666667,2.298850574712644,-0.18999999999999997,616
"[50, 110, 593]","[110, 593]-->[50]","[110, 593]",[50],0.11,0.6111111111111112,2.1072796934865905,-0.18,617
"[356, 590, 1210]","[590, 1210]-->[356]","[590, 1210]",[356],0.1,0.9090909090909092,2.21729490022173,-0.30999999999999994,618
"[1210, 1270, 2571]","[1270, 2571]-->[1210]","[1270, 2571]",[1210],0.12,0.8,2.5,-0.2,619
"[1210, 1270, 2571]","[1270]-->[1210, 2571]",[1270],"[1210, 2571]",0.12,0.5217391304347826,2.0869565217391304,-0.13,620
"[50, 2028, 2571]","[2028, 2571]-->[50]","[2028, 2571]",[50],0.11,0.5499999999999999,1.8965517241379308,-0.18,621
"[356, 593, 1196]","[593, 1196]-->[356]","[593, 1196]",[356],0.11,0.6470588235294117,1.5781922525107603,-0.3,622
"[260, 1196, 1270]","[1196, 1270]-->[260]","[1196, 1270]",[260],0.14,0.8750000000000001,2.3648648648648654,-0.22999999999999998,623
"[260, 1196, 1270]","[1270]-->[260, 1196]",[1270],"[260, 1196]",0.14,0.6086956521739131,1.9635343618513326,-0.16999999999999998,624
"[260, 1198, 1291]","[1198, 1291]-->[260]","[1198, 1291]",[260],0.15,0.8823529411764705,2.3847376788553256,-0.22,625
"[260, 1198, 1291]","[1198]-->[260, 1291]",[1198],"[260, 1291]",0.15,0.5,2.941176470588235,-0.020000000000000018,626
"[260, 1198, 1291]","[1291]-->[260, 1198]",[1291],"[260, 1198]",0.15,0.7894736842105263,3.4324942791762014,-0.08000000000000002,627
"[356, 1198, 2571]","[1198, 2571]-->[356]","[1198, 2571]",[356],0.11,0.5,1.2195121951219512,-0.3,628
"[50, 110, 527]","[110, 527]-->[50]","[110, 527]",[50],0.11,0.7333333333333334,2.5287356321839085,-0.18,629
"[1196, 1198, 1291]","[1198, 1291]-->[1196]","[1198, 1291]",[1196],0.15,0.8823529411764705,2.59515570934256,-0.19000000000000003,630
"[1196, 1198, 1291]","[1198]-->[1196, 1291]",[1198],"[1196, 1291]",0.15,0.5,2.941176470588235,-0.020000000000000018,631
"[1196, 1198, 1291]","[1291]-->[1196, 1198]",[1291],"[1196, 1198]",0.15,0.7894736842105263,3.4324942791762014,-0.08000000000000002,632
"[1197, 2028, 2571]","[2028, 2571]-->[1197]","[2028, 2571]",[1197],0.1,0.5,2.6315789473684212,-0.09,633
"[260, 593, 2762]","[593, 2762]-->[260]","[593, 2762]",[260],0.11,0.7857142857142857,2.1235521235521237,-0.26,634
"[260, 593, 2762]","[2762]-->[260, 593]",[2762],"[260, 593]",0.11,0.6111111111111112,3.395061728395062,-0.06999999999999999,635
"[1196, 2762, 2858]","[2762, 2858]-->[1196]","[2762, 2858]",[1196],0.1,1.0,2.941176470588235,-0.24000000000000002,636
"[1196, 2762, 2858]","[2762]-->[1196, 2858]",[2762],"[1196, 2858]",0.1,0.5555555555555556,3.4722222222222223,-0.06,637
"[260, 1196, 2762]","[1196, 2762]-->[260]","[1196, 2762]",[260],0.14,0.9333333333333335,2.522522522522523,-0.22999999999999998,638
"[260, 1196, 2762]","[2762]-->[260, 1196]",[2762],"[260, 1196]",0.14,0.7777777777777779,2.508960573476703,-0.16999999999999998,639
"[260, 912, 1196]","[912, 1196]-->[260]","[912, 1196]",[260],0.1,0.8333333333333334,2.2522522522522523,-0.27,640
"[260, 912, 1196]","[912]-->[260, 1196]",[912],"[260, 1196]",0.1,0.7142857142857143,2.3041474654377883,-0.21,641
"[593, 1196, 2762]","[1196, 2762]-->[593]","[1196, 2762]",[593],0.12,0.8,2.2222222222222223,-0.24,642
"[593, 1196, 2762]","[2762]-->[593, 1196]",[2762],"[593, 1196]",0.12,0.6666666666666666,3.92156862745098,-0.05000000000000002,643
"[50, 296, 527]","[296, 527]-->[50]","[296, 527]",[50],0.12,0.8,2.7586206896551726,-0.16999999999999998,644
"[21, 50, 296]","[50, 296]-->[21]","[50, 296]",[21],0.1,0.5555555555555556,4.62962962962963,-0.01999999999999999,645
"[110, 296, 590]","[296, 590]-->[110]","[296, 590]",[110],0.1,0.7142857142857143,2.5510204081632653,-0.18000000000000002,646
"[50, 110, 296]","[110, 296]-->[50]","[110, 296]",[50],0.11,0.6875,2.370689655172414,-0.18,647
"[110, 296, 527]","[296, 527]-->[110]","[296, 527]",[110],0.1,0.6666666666666667,2.380952380952381,-0.18000000000000002,648
"[318, 457, 590]","[457, 590]-->[318]","[457, 590]",[318],0.1,0.7142857142857143,1.5197568389057752,-0.37,649
"[318, 590, 593]","[590, 593]-->[318]","[590, 593]",[318],0.12,0.8,1.7021276595744683,-0.35,650
"[150, 318, 590]","[318, 590]-->[150]","[318, 590]",[150],0.11,0.6470588235294117,2.6960784313725488,-0.13,651
"[110, 318, 593]","[318, 593]-->[110]","[318, 593]",[110],0.13,0.5909090909090909,2.1103896103896105,-0.15000000000000002,652
"[150, 318, 457]","[318, 457]-->[150]","[318, 457]",[150],0.1,0.7142857142857143,2.9761904761904763,-0.13999999999999999,653
"[110, 318, 356]","[318, 356]-->[110]","[318, 356]",[110],0.15,0.5,1.7857142857142856,-0.13000000000000003,654
"[110, 318, 457]","[318, 457]-->[110]","[318, 457]",[110],0.1,0.7142857142857143,2.5510204081632653,-0.18000000000000002,655
"[110, 318, 590]","[318, 590]-->[110]","[318, 590]",[110],0.12,0.7058823529411764,2.521008403361344,-0.16000000000000003,656
"[318, 356, 593]","[356, 593]-->[318]","[356, 593]",[318],0.17,0.7391304347826088,1.5726179463459762,-0.29999999999999993,657
"[47, 110, 318]","[110, 318]-->[47]","[110, 318]",[47],0.1,0.5,2.6315789473684212,-0.09,658
"[318, 356, 590]","[356, 590]-->[318]","[356, 590]",[318],0.12,0.6666666666666666,1.4184397163120568,-0.35,659
"[32, 110, 593]","[110, 593]-->[32]","[110, 593]",[32],0.1,0.5555555555555556,2.9239766081871346,-0.09,660
"[318, 356, 457]","[356, 457]-->[318]","[356, 457]",[318],0.11,0.7857142857142857,1.6717325227963526,-0.36,661
"[260, 1210, 7153]","[1210, 7153]-->[260]","[1210, 7153]",[260],0.11,0.9166666666666667,2.4774774774774775,-0.26,662
"[260, 1210, 7153]","[7153]-->[260, 1210]",[7153],"[260, 1210]",0.11,0.5238095238095238,1.9400352733686066,-0.16000000000000003,663
"[356, 648, 1210]","[648, 1210]-->[356]","[648, 1210]",[356],0.1,0.7692307692307693,1.8761726078799252,-0.30999999999999994,664
"[1196, 1210, 2762]","[1210, 2762]-->[1196]","[1210, 2762]",[1196],0.1,0.9090909090909092,2.6737967914438503,-0.24000000000000002,665
"[1196, 1210, 2762]","[2762]-->[1196, 1210]",[2762],"[1196, 1210]",0.1,0.5555555555555556,2.2222222222222223,-0.15,666
"[593, 1210, 2762]","[1210, 2762]-->[593]","[1210, 2762]",[593],0.1,0.9090909090909092,2.5252525252525255,-0.26,667
"[593, 1210, 2762]","[2762]-->[593, 1210]",[2762],"[593, 1210]",0.1,0.5555555555555556,3.4722222222222223,-0.06,668
